"מַפָּה","שם המאה ה-16","מחוז/מחוז","שם מודרני","שם במילון ההיסטורי והגיאוגרפי","אופי היישוב","סוג הבעלות"
"","Zaszczytów","proszowicki/krakowskie","Zastów","","wieś","d"
"","Wiktorowice","proszowicki/krakowskie","","","wieś","d"
"","Baranów","proszowicki/krakowskie","","","wieś","d"
"","Prawda","proszowicki/krakowskie","Raciborowice - część","","wieś","d"
"","Pepłowo Pacierzowe","płocki/płockie","Pepłowo - część","","wieś","s"
"","Mijakowo","płocki/płockie","","","wieś","s"
"","Barcikowo","płocki/płockie","","","wieś","s"
"","Święciniec","płocki/płockie","Święcieniec","","wieś","d"
"","Dąbrowa","pyzdrski/kaliskie","Dąbrowa","Dąbrowa","wieś","s"
"","Chełstowo","płocki/płockie","","","wieś","s"
"","Kośnino","płocki/płockie","Kosino","","wieś","s"
"","Szymborz","płocki/płockie","Sambórz","","wieś","s"
"","Ramułtowo Seliskie","płocki/płockie","Ramutówko","","wieś","s"
"","Ramułtowo Kosińskie","płocki/płockie","Ramutowo","","wieś","s"
"","Kanigowo","płocki/płockie","","","wieś","s"
"","Pepłowo-Wylazłowo","płocki/płockie","Wylazłowo","","wieś","s"
"","Pepłowo Nagórne","płocki/płockie","Pepłowo - część","","wieś","s"
"","Połomia","pilzneński/sandomierskie","","","wieś","s"
"","Barycz","pilzneński/sandomierskie","Baryczka","","wieś","s"
"","Durzyno","pyzdrski/kaliskie","Durzyn","Durzyn","wieś","s"
"","Glinnik","pilzneński/sandomierskie","Glinik Charzewski, Glinik Zaborowski","","wieś","s"
"","Bolechowice","proszowicki/krakowskie","","","wieś","d"
"","Ujazd","proszowicki/krakowskie","","","wieś","s"
"","Brzezie","proszowicki/krakowskie","","","wieś","ds"
"","Karniowice","proszowicki/krakowskie","","","wieś","ds"
"","Zelków","proszowicki/krakowskie","","","wieś","k"
"","Wola Bolechowska","proszowicki/krakowskie","Bolechowice - część, Wola","","wieś","d"
"","Kobylany","proszowicki/krakowskie","","","wieś","d"
"","Wiąckowice","proszowicki/krakowskie","Więckowice","","wieś","d"
"","Będkowice","proszowicki/krakowskie","","","wieś","s"
"","Gorzub","pyzdrski/kaliskie","Gorzupia","Gorzup","wieś","s"
"","Łazy","proszowicki/krakowskie","","","wieś","s"
"","Górki","orłowski/łęczyckie","Górki Pęcławskie - część","","wieś","s"
"","Pęcławice","orłowski/łęczyckie","","","wieś","s"
"","Ciechosławice","orłowski/łęczyckie","","","wieś","s"
"","Czerniechów","śląski/krakowskie","Czernichów","","wieś","kd"
"","Rusocice","śląski/krakowskie","","","wieś","s"
"","Kamień","śląski/krakowskie","","","wieś","d"
"","Wołowice","śląski/krakowskie","","","wieś","d"
"","Powozowice","śląski/krakowskie","Pozowice","","wieś","d"
"","Facimiechy","śląski/krakowskie","Facimiech","","wieś","d"
"","Sośnica","kaliski/kaliskie","Sośnica","Sośnica","wieś","s"
"","Rzemiechowo","pyzdrski/kaliskie","Rzemiechów","Rzemiechów","wieś","s"
"","Pniewie","orłowski/łęczyckie","Pniewo","","wieś","s"
"","Zbiewiec","orłowski/łęczyckie","Żbiwiec","","wieś","s"
"","Drzewoszki Małe","orłowski/łęczyckie","","","wieś","s"
"","Galice+","orłowski/łęczyckie","","","wieś","s"
"","Drzewoszki Wielkie","orłowski/łęczyckie","","","wieś","s"
"","Rzuski","orłowski/łęczyckie","Ruszki","","wieś","s"
"","Kielce+","orłowski/łęczyckie","","","wieś","s"
"","Wyrowo","orłowski/łęczyckie","Wyrów","","wieś","s"
"","Groszki","orłowski/łęczyckie","","","wieś","s"
"","Tarnowo Wielkie","orłowski/łęczyckie","Tarnów","","wieś","s"
"","Pabianowo","kaliski/kaliskie","Fabianów","Farbianowo","wieś","s"
"","Wojszyce","orłowski/łęczyckie","","","wieś","s"
"","Bedlno","orłowski/łęczyckie","","","wieś","s"
"","Krzęcieski","orłowski/łęczyckie","Kręcieszki","","wieś","s"
"","Madeje","orłowski/łęczyckie","Wojszyce - część","","wieś","s"
"","Zleszyno","orłowski/łęczyckie","Zleszyn","","wieś","s"
"","Kamieniec","orłowski/łęczyckie","","","wieś","s"
"","Stanisławice","orłowski/łęczyckie","","","wieś","s"
"","Stanisławice Większe","orłowski/łęczyckie","Baranowizna","","wieś","s"
"","Garbowo","orłowski/łęczyckie","Garbów","","wieś","s"
"","Szewce Nagórne","orłowski/łęczyckie","","","wieś","s"
"","Czarnoska","kaliski/kaliskie","Czarnuszka","Czarnuszka","wieś","s"
"","Szewce Owsiane","orłowski/łęczyckie","","","wieś","s"
"","Szewce Nadolne","orłowski/łęczyckie","","","wieś","s"
"","Odolino II","orłowski/łęczyckie","Odolin, Odolinek","","wieś","s"
"","Odolino I","orłowski/łęczyckie","Odolin, Odolinek","","wieś","s"
"","Czarna","pilzneński/sandomierskie","Czarna Sędziszowska","","wieś","k"
"","Boreczek","pilzneński/sandomierskie","","","wieś","k"
"","Ruda","pilzneński/sandomierskie","","","kuźnica","k"
"","Zakrzewie","pilzneński/sandomierskie","Krzywa","","wieś","s"
"","Wolica Piaskowa","pilzneński/sandomierskie","","","wieś","s"
"","Wolica Ługowa","pilzneński/sandomierskie","","","wieś","s"
"","Naczesławice","kaliski/kaliskie","Nacesławice","Nacesławice","wieś","s"
"","Borek","pilzneński/sandomierskie","Borek Mały, Borek Wielki","","wieś","k"
"","Sędziszów","pilzneński/sandomierskie","Sędziszów Małopolski","","miasto","s"
"","Kamionka","pilzneński/sandomierskie","","","wieś","k"
"","Księżomost","pilzneński/sandomierskie","","","wieś","s"
"","Siedlec","pilzneński/sandomierskie","Sielec","","wieś","s"
"","Olchowa","pilzneński/sandomierskie","","","wieś","s"
"","Będziemyśle","pilzneński/sandomierskie","Będziemyśl","","wieś","s"
"","Klęczany","pilzneński/sandomierskie","","","wieś","s"
"","Iwierzyce","pilzneński/sandomierskie","","","wieś","k"
"","Będzin","proszowicki/krakowskie","","","miasto","k"
"","Morawki","kaliski/kaliskie","Morawki","Morawki","wieś","s"
"","Bernów","opoczyński/sandomierskie","","","wieś","s"
"","Giełzów","opoczyński/sandomierskie","","","wieś","s"
"","Skrzyszów","opoczyński/sandomierskie","","","wieś","s"
"","Korytków","opoczyński/sandomierskie","","","wieś","s"
"","Polny","opoczyński/sandomierskie","","","młyn","s"
"","Goworczów","opoczyński/sandomierskie","Gowarczów","","miasto","s"
"","Brzeźnica","opoczyński/sandomierskie","","","wieś","s"
"","Nosowa Wola","opoczyński/sandomierskie","Wola Nosowa","","wieś","s"
"","Komaszyce","opoczyński/sandomierskie","","","wieś","s"
"","Miłaków","opoczyński/sandomierskie","","","wieś","ds"
"","Świenice","kaliski/kaliskie","Świnice Kaliskie","Świemice","wieś","s"
"","Kupimierz","opoczyński/sandomierskie","","","wieś","s"
"","Paruchy","opoczyński/sandomierskie","","","wieś","s"
"","Radwan","opoczyński/sandomierskie","","","wieś","s"
"","Żelazowice","opoczyński/sandomierskie","","","wieś","s"
"","Miedzne Wielkie","opoczyński/sandomierskie","Miedzna Drewniana","","wieś","s"
"","Wąglany","opoczyński/sandomierskie","","","wieś","s"
"","Wola Radwańska","opoczyński/sandomierskie","Straszowa Wola","","wieś","s"
"","Miedzne Małe","opoczyński/sandomierskie","Miedzna Murowana","","wieś","s"
"","Ossa","opoczyński/sandomierskie","","","wieś","s"
"","Parczów Wielki","opoczyński/sandomierskie","Parczów","","wieś","s"
"","Wola Tłumokowa","kaliski/kaliskie","Wola Tłomakowa","Wola Tłumakowa","wieś","s"
"","Białaczów","opoczyński/sandomierskie","","","miasto","s"
"","Zakrzów","opoczyński/sandomierskie","","","wieś","s"
"","Sędów","opoczyński/sandomierskie","","","wieś","s"
"","Sobień","opoczyński/sandomierskie","","","wieś","s"
"","Jeżów","opoczyński/sandomierskie","","","wieś","s"
"","Śleszyno Wielkie","orłowski/łęczyckie","Śleszyn Wielki","","wieś","s"
"","Śleszyno-Sołek+","orłowski/łęczyckie","","","wieś","d"
"","Śleszyno Małe","orłowski/łęczyckie","Śleszynek","","wieś","s"
"","Biała","orłowski/łęczyckie","","","wieś","s"
"","Zalesie","orłowski/łęczyckie","","","wieś","s"
"","Wojcinko","kaliski/kaliskie","Wójcinek","Wójcinek","wieś","d"
"","Grzybowo","orłowski/łęczyckie","Grzybów Hornowski","","wieś","s"
"","Grzybowo-Gajewo","orłowski/łęczyckie","Gajew","","wieś","s"
"","Tretki","orłowski/łęczyckie","","","wieś","s"
"","Grzybowo-Kruki","orłowski/łęczyckie","Kruki","","wieś","s"
"","Zarębowo","orłowski/łęczyckie","Zarębów","","wieś","s"
"","Kamionki","płocki/płockie","","","wieś","s"
"","Dziarnowo","płocki/płockie","","","wieś","k"
"","Srebrna","płocki/płockie","","","wieś","s"
"","Droganik","płocki/płockie","Draganie - część","","wieś","d"
"","Drogań","płocki/płockie","Draganie - część","","wieś","k"
"","Ciepielewo","kaliski/kaliskie","Ciepielew","Ciepielów","wieś","s"
"","Biała","płocki/płockie","","","wieś","k"
"","Glów","pilzneński/sandomierskie","Głów - część","","wieś","s"
"","Rosławice*","pilzneński/sandomierskie","Sanoka","","wieś","s"
"","Łęka","pilzneński/sandomierskie","Łąka Siedlecka","","wieś","s"
"","Ilkowice","pilzneński/sandomierskie","","","wieś","s"
"","Niedomice","pilzneński/sandomierskie","","","wieś","s"
"","Siedlec","pilzneński/sandomierskie","","","wieś","s"
"","Rudno","pilzneński/sandomierskie","","","wieś","s"
"","Wola Tarnowska","pilzneński/sandomierskie","Łęg Tarnowski","","wieś","s"
"","Jurków","pilzneński/sandomierskie","","","wieś","s"
"","Modła","kaliski/kaliskie","Modła","Modła","wieś","s"
"","Bobrowniki Wielkie","pilzneński/sandomierskie","","","wieś","s"
"","Bobrowniki Małe","pilzneński/sandomierskie","","","wieś","s"
"","Pogwizdów","pilzneński/sandomierskie","","","wieś","s"
"","Biała","pilzneński/sandomierskie","","","wieś","ds"
"","Owczary","proszowicki/krakowskie","","","wieś","s"
"","Korzkiew","proszowicki/krakowskie","","","wieś","s"
"","Grębenice","proszowicki/krakowskie","Grębynice","","wieś","s"
"","Brzozówka","proszowicki/krakowskie","","","wieś","s"
"","Naręba","proszowicki/krakowskie","Narama","","wieś","s"
"","Zimna Woda","pilzneński/sandomierskie","","","wieś","s"
"","Wilkszyce","kaliski/kaliskie","Wilkszyce","Wilkszyce","wieś","s"
"","Grodna","nakielski/kaliskie","Grudna","Grudna","wieś","s"
"","Szebnie","pilzneński/sandomierskie","","","wieś","s"
"","Chrząstówka","pilzneński/sandomierskie","","","wieś","d"
"","Moderówka","pilzneński/sandomierskie","","","wieś","s"
"","Wojkówka","pilzneński/sandomierskie","","","wieś","s"
"","Ustrobna","pilzneński/sandomierskie","","","wieś","s"
"","Jaszczwia","pilzneński/sandomierskie","Jaszczew","","wieś","s"
"","Białkówka","pilzneński/sandomierskie","","","wieś","s"
"","Niepla","pilzneński/sandomierskie","","","wieś","ds"
"","Miszewo Strzałkowskie","płocki/płockie","Miszewko Strzałkowskie","","wieś","s"
"","Chomętowo","płocki/płockie","","","wieś","s"
"","Wojsławice","kaliski/kaliskie","Wojsławice","Wojsławice","wieś","s"
"","Białkowo","płocki/płockie","Białkowo","","wieś","d"
"","Szczytno","płocki/płockie","","","wieś","s"
"","Miszewo-Stefany","płocki/płockie","Miszewko-Stefany","","wieś","s"
"","Grabowo-Drężewo","ostrołęcki/mazowieckie","Grabowo","","wieś","s"
"","Rososza","ostrołęcki/mazowieckie","Rozoga","","wieś","k"
"","Szkwa","ostrołęcki/mazowieckie","","","dworzec","k"
"","Drężewo","ostrołęcki/mazowieckie","","","wieś","s"
"","Olszewo-Drężewo*","ostrołęcki/mazowieckie","Olszewo-Borki","","wieś","s"
"","Białobrzeg I","ostrołęcki/mazowieckie","Białobrzeg Bliższy","","wieś","s"
"","Ostrołęka","ostrołęcki/mazowieckie","Ostrołęka","","miasto","k"
"","Chwalęcice","kaliski/kaliskie","Chwalęcice","Chwalęcice","wieś","s"
"","Kruki-Nakły","ostrołęcki/mazowieckie","Kruki","","wieś","s"
"","Omulew","ostrołęcki/mazowieckie","Ostrołęki - część","","młyn","k"
"","Białobrzeg II","ostrołęcki/mazowieckie","Białobrzeg Dalszy","","wieś","s"
"","Nakły-Drężewo","ostrołęcki/mazowieckie","Nakły","","wieś","s"
"","Ruda Olszowska","ostrołęcki/mazowieckie","Olszówka","","kuźnica","k"
"","Miszewo Murowane","płocki/płockie","Miszewo Murowane - część","","wieś","s"
"","Jaszczułtowice*","płocki/płockie","","","wieś","s"
"","Borowice","płocki/płockie","Borowice","","wieś","s"
"","Zielonki+","płocki/płockie","","","wieś","s"
"","Zalesie+","płocki/płockie","","","wieś","s"
"","Chlewo","kaliski/kaliskie","Chlewo","Chlewo","wieś","s"
"","Białobrzegi","płocki/płockie","","","wieś","s"
"","Niesłuchowo","płocki/płockie","","","wieś","d"
"","Klaczkowo","płocki/płockie","Miszewo Murowane - część","","wieś","s"
"","Łagiewniki","płocki/płockie","","","wieś","s"
"","Kozolino","płoński/płockie","Kozolin","","wieś","s"
"","Lutomierzyno","płoński/płockie","Lutomierzyn","","wieś","s"
"","Cywino-Dynguły","płoński/płockie","Cywiny-Dynguny","","wieś","s"
"","Cywino-Krajkowice","płoński/płockie","Cywiny-Krajki","","wieś","s"
"","Cywino-Orzełki*","płoński/płockie","Cywiny-Litwiny","","wieś","s"
"","Wyszechowo","płoński/płockie","Wysochowo","","wieś","d"
"","Trzebienie Stare","kaliski/kaliskie","Trzebienie","Trzebienie Stare","wieś","s"
"","Cywino Wojskie","płoński/płockie","Cywiny Wojskie","","wieś","s"
"","Cywino Górne","płoński/płockie","Cywiny Górne","","wieś","s"
"","Cywino-Malinie*","płoński/płockie","","","wieś","s"
"","Kraśniewo-Zastrugi","płoński/płockie","Kraśniewo - część","","wieś","s"
"","Kraśniewo-Lubice","płoński/płockie","Kraśniewo - część","","wieś","s"
"","Dobrski","płoński/płockie","Dobrska","","wieś","s"
"","Borzewo-Puchowki","płoński/płockie","Borzewo Szlacheckie","","wieś","s"
"","Borzewo Strzeszewskie","płoński/płockie","Borzewo Kmiece","","wieś","s"
"","Kiełków","pilzneński/sandomierskie","","","wieś","s"
"","Rżyska","pilzneński/sandomierskie","","","wieś","m"
"","Trzebienie Nowe","kaliski/kaliskie","Trzebienie","Trzebienie Nowe","wieś","s"
"","Żochów","pilzneński/sandomierskie","Rzochów","","miasto","s"
"","Rzemień","pilzneński/sandomierskie","","","wieś","s"
"","Odsieka","pilzneński/sandomierskie","","","wieś","s"
"","Wola","pilzneński/sandomierskie","Wola Ociecka","","wieś","s"
"","Biały Bór","pilzneński/sandomierskie","","","wieś","s"
"","Brzozowo","orłowski/łęczyckie","Brzozów","","wieś","s"
"","Mroga","orłowski/łęczyckie","","","wieś","s"
"","Bielawy","orłowski/łęczyckie","","","miasto","s"
"","Bielawska Wieś","orłowski/łęczyckie","","","wieś","s"
"","Szeligi","orłowski/łęczyckie","Seligi","","wieś","s"
"","Waliszewice Nowe","kaliski/kaliskie","Waliszewice","Waliszewice Nowe","wieś","s"
"","Węglówka Ruska","pilzneński/sandomierskie","Węglówka","","wieś","s"
"","Bratkówka","pilzneński/sandomierskie","","","wieś","s"
"","Kawęczyn","pilzneński/sandomierskie","","","wieś","s"
"","Miłonin","pilzneński/sandomierskie","Mianinek (Mioninek)","","wieś","s"
"","Breń","pilzneński/sandomierskie","Breń Osuchowski","","wieś","s"
"","Ziempniów II","pilzneński/sandomierskie","Ziempniów Dolny, Ziempiów Górny","","wieś","s"
"","Ziempniów I","pilzneński/sandomierskie","Ziempniów Dolny, Ziempiów Górny","","wieś","s"
"","Łysaków","pilzneński/sandomierskie","","","wieś","s"
"","Wrzoski","pilzneński/sandomierskie","","","wieś","s"
"","Górki","pilzneński/sandomierskie","","","wieś","s"
"","Stojanowo Małe","kaliski/kaliskie","Stojanów","Stojanów Mały","wieś","s"
"","Surowa","pilzneński/sandomierskie","","","wieś","s"
"","Wola Łysakowska","pilzneński/sandomierskie","Łysakówek","","wieś","s"
"","Brnik","pilzneński/sandomierskie","","","wieś","s"
"","Wola Szarwark","pilzneński/sandomierskie","Szarwark","","wieś","s"
"","Dąbrowa Wielka","pilzneński/sandomierskie","Dąbrowa Tarnowska","","wieś","s"
"","Wola Dąbrowska","pilzneński/sandomierskie","Nieczajna","","wieś","s"
"","Żdżary","pilzneński/sandomierskie","","","wieś","s"
"","Radgoszcza","pilzneński/sandomierskie","Radgoszcz","","wieś","s"
"","Luszowice","pilzneński/sandomierskie","","","wieś","s"
"","Januszowice","opoczyński/sandomierskie","Januszewice","","wieś","k"
"","Stojanowo Wielkie","kaliski/kaliskie","Stojanów","Stojanów","wieś","s"
"","Bielejowice","opoczyński/sandomierskie","Bielowice","","wieś","s"
"","Dzielna","opoczyński/sandomierskie","","","wieś","d"
"","Opoczno","opoczyński/sandomierskie","","","miasto","k"
"","Mroczków","opoczyński/sandomierskie","Mroczków Gościnny","","wieś","s"
"","Wola Opoczeńska","opoczyński/sandomierskie","Wola Załężna","","wieś","m"
"","Bukowiec","opoczyński/sandomierskie","","","wieś","k"
"","Gorzałków","opoczyński/sandomierskie","Opoczno-Gorzałków","","wieś","m"
"","Ogonowice","opoczyński/sandomierskie","","","wieś","k"
"","Sitowa","opoczyński/sandomierskie","","","wieś","k"
"","Ostrów","opoczyński/sandomierskie","","","wieś","k"
"","Chrostowo","kaliski/kaliskie","","Chrostna","folwark","s"
"","Jemielnica","płocki/płockie","Imielnica","","wieś","d"
"","Podolszyce","płocki/płockie","","","wieś","d"
"","Jasień+","płocki/płockie","","","wieś","s"
"","Borzyszewo","płocki/płockie","Boryszewo Stare","","wieś","d"
"","Stróżewko","płocki/płockie","","","wieś","d"
"","Otolino","płocki/płockie","","","wieś","s"
"","Otolinko+","płocki/płockie","","","wieś","d"
"","Glinno","płocki/płockie","","","wieś","d"
"","Rogozino-Kalesz","płocki/płockie","Rogozinko","","wieś","s"
"","Rogozino","płocki/płockie","","","wieś","d"
"","Mroczki Małe","kaliski/kaliskie","Mroczki Małe","Mroczki Małe","wieś","s"
"","Krzywa Struga","nakielski/kaliskie","Krzywa Wieś","","wieś","s"
"","Gulczewo","płocki/płockie","Gulczewo Stare","","wieś","s"
"","Ośnica","płocki/płockie","","","wieś","s"
"","Czekanowo","płocki/płockie","Cekanowo","","wieś","d"
"","Mirosław","płocki/płockie","","","wieś","s"
"","Bielino","płocki/płockie","","","wieś","s"
"","Rzezino","płocki/płockie","Rydzyno","","wieś","d"
"","Borowice","płocki/płockie","Borowiczki-Parcele","","wieś","s"
"","Kwieciszowa+","sądecki/krakowskie","","","wieś","d"
"","Librantowa","sądecki/krakowskie","","","wieś","d"
"","Paszyn","sądecki/krakowskie","","","wieś","m"
"","Cieszykowo","kaliski/kaliskie","Cieszyków","Cieszyków","wieś","s"
"","Falkowa","sądecki/krakowskie","Nowy Sącz-Falkowa","","wieś","km"
"","Kunowa","sądecki/krakowskie","Kunów","","wieś","km"
"","Jamnica","sądecki/krakowskie","Nowy Sącz-Jamnica","","wieś","km"
"","Kamionka","sądecki/krakowskie","Kamionka Mała","","wieś","km"
"","Nawojówka","sądecki/krakowskie","Nawojowa","","wieś","s"
"","Zawada","sądecki/krakowskie","Nowy Sącz-Zawada","","wieś","s"
"","Bielowice","sądecki/krakowskie","Nowy Sącz-Bielowice","","wieś","d"
"","Dąbrowa","sądecki/krakowskie","Nowy Sącz-Dąbrówka Polska","","wieś","d"
"","Świniarsko Małe","sądecki/krakowskie","Świniarsko-Mała Wieś","","wieś","d"
"","Świniarsko Większe","sądecki/krakowskie","Świniarsko","","wieś","d"
"","Gorzuchy","kaliski/kaliskie","Gorzuchy","Gorzuchy","wieś","s"
"","Strugi","sądecki/krakowskie","Nowy Sącz-Strugi","","wieś","d"
"","Chełmiec","sądecki/krakowskie","","","wieś","d"
